"arch","lambda","seed","threshold","Acc","Spec","Sens","BalAcc","Acc_flip","is_MC"
"GRU",0.1,98,0.35,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"GRU",0.1,98,0.4,0.514754098360656,0.0136054421768707,0.981012658227848,0.497309050202359,0.485245901639344,FALSE
"GRU",0.1,98,0.45,0.478688524590164,0.0952380952380952,0.835443037974684,0.465340566606389,0.521311475409836,FALSE
"GRU",0.1,98,0.5,0.386885245901639,0.36734693877551,0.40506329113924,0.386205114957375,0.613114754098361,FALSE
"GRU",0.1,98,0.55,0.452459016393443,0.918367346938776,0.0189873417721519,0.468677344355464,0.547540983606557,FALSE
"GRU",0.1,98,0.6,0.475409836065574,0.986394557823129,0,0.493197278911565,0.524590163934426,TRUE
"GRU",0.1,98,0.65,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"GRU",0.1,98,0.7,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"GRU",0.1,41,0.3,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"GRU",0.1,41,0.35,0.514754098360656,0.0136054421768707,0.981012658227848,0.497309050202359,0.485245901639344,FALSE
"GRU",0.1,41,0.4,0.472131147540984,0.054421768707483,0.860759493670886,0.457590631189185,0.527868852459016,FALSE
