"arch","lambda","seed","threshold","Acc","Spec","Sens","BalAcc","Acc_flip","is_MC"
"TCN",0.05,27,0.55,0.468852459016393,0.952380952380952,0.0189873417721519,0.485684147076552,0.531147540983607,FALSE
"TCN",0.05,27,0.6,0.481967213114754,0.993197278911565,0.00632911392405063,0.499763196417808,0.518032786885246,FALSE
"TCN",0.05,27,0.65,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"TCN",0.05,27,0.7,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"TCN",0.05,98,0.3,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"TCN",0.05,98,0.35,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"TCN",0.05,98,0.4,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"TCN",0.05,98,0.45,0.478688524590164,0.0340136054421769,0.892405063291139,0.463209334366658,0.521311475409836,FALSE
"TCN",0.05,98,0.5,0.422950819672131,0.210884353741497,0.620253164556962,0.415568759149229,0.577049180327869,FALSE
"TCN",0.05,98,0.55,0.462295081967213,0.755102040816326,0.189873417721519,0.472487729268923,0.537704918032787,FALSE
"TCN",0.05,98,0.6,0.491803278688525,0.931972789115646,0.0822784810126582,0.507125635064152,0.508196721311475,FALSE
"TCN",0.05,98,0.65,0.488524590163934,0.979591836734694,0.0316455696202532,0.505618703177473,0.511475409836066,FALSE
"TCN",0.05,98,0.7,0.481967213114754,0.979591836734694,0.0189873417721519,0.499289589253423,0.518032786885246,FALSE
